actions,categories,open_issues,pull_requests,stars,category
asaasdev/checkstyle-action,"['code-review', 'code-quality']",0,3.0,0.0,"['code-review', 'code-quality']"
buzato/add-reviewer-gh-action,"['code-review', 'utilities']",1,,0.0,"['code-review', 'utilities']"
blumilksoftware/action-pr-title,['code-review'],0,0.0,0.0,['code-review']
titenkov/auto-assign-action,['code-review'],0,,0.0,['code-review']
shwetsolanki/react-native-bundle-size,['code-review'],0,0.0,1.0,['code-review']
rubeus90/auto-sync-reviewer-assignee,"['code-review', 'utilities']",0,1.0,1.0,"['code-review', 'utilities']"
jocel1/pr-labeler-action,['code-review'],0,,0.0,['code-review']
hocon-validator/action,"['code-review', 'code-quality']",0,0.0,0.0,"['code-review', 'code-quality']"
hasaan21/files-changed-detector-action,"['code-review', 'monitoring']",0,1.0,0.0,"['code-review', 'monitoring']"
kristofferhaakonsen/pr-question-template-action,"['security', 'code-review']",0,0.0,0.0,"['security', 'code-review']"
sitezen/pr-comment-checker,['code-review'],0,1.0,0.0,['code-review']
amazingandyyy/kustomize-diff,"['code-review', 'code-scanning-ready']",0,0.0,0.0,"['code-review', 'code-scanning-ready']"
betterme-dev/detekt-action,"['code-review', 'code-quality']",0,,0.0,"['code-review', 'code-quality']"
csperando/cflint-action,"['code-review', 'code-quality']",0,0.0,0.0,"['code-review', 'code-quality']"
lykahb/pr-comment-changes-breakdown,"['code-review', 'utilities']",0,1.0,1.0,"['code-review', 'utilities']"
tsuyoshicho/action-vimlint,"['code-review', 'code-quality']",1,1.0,0.0,"['code-review', 'code-quality']"
fidelusaleksander/gh-action-regex,"['code-review', 'utilities']",0,0.0,1.0,"['code-review', 'utilities']"
goloroden/lint-pull-request-title,"['code-review', 'code-quality']",0,0.0,0.0,"['code-review', 'code-quality']"
shmokmt/actions-setup-github-comment,"['code-review', 'utilities']",0,0.0,1.0,"['code-review', 'utilities']"
jiwidi/python-lint-action,"['code-review', 'code-quality']",0,0.0,0.0,"['code-review', 'code-quality']"
platisd/definition-of-done,"['project-management', 'code-review']",2,0.0,11.0,"['project-management', 'code-review']"
snow-actions/php-ast-changed,"['code-review', 'testing']",0,0.0,0.0,"['code-review', 'testing']"
monclubsportif/web-linter,"['code-review', 'code-quality']",0,0.0,0.0,"['code-review', 'code-quality']"
reviewdog/action-fasterer,['code-review'],1,,0.0,['code-review']
tanmayairbase/tscheck-action,"['code-review', 'code-quality']",0,,0.0,"['code-review', 'code-quality']"
bedrockstreaming/pr-size-labeler,['code-review'],0,0.0,8.0,['code-review']
tanmayairbase/tscheck-action-shell,"['code-review', 'code-quality']",0,0.0,1.0,"['code-review', 'code-quality']"
nansd/heroku-deploy-review-app,"['deployment', 'code-review']",0,9.0,1.0,"['deployment', 'code-review']"
sinoru/actions-swiftlint,"['code-review', 'code-quality']",0,,7.0,"['code-review', 'code-quality']"
yu-iskw/action-terrascan,"['security', 'code-review']",0,0.0,0.0,"['security', 'code-review']"
maximtop/filters-pr-checker,['code-review'],0,1.0,0.0,['code-review']
amilajack/size-limit-action,['code-review'],0,,0.0,['code-review']
porrige51122/kiuwan-local-analysis-action,"['code-review', 'code-quality']",0,0.0,0.0,"['code-review', 'code-quality']"
actions-awesome/pr-helper,"['code-review', 'open-source-management']",0,0.0,0.0,"['code-review', 'open-source-management']"
riskified/action-conftest,['code-review'],0,,0.0,['code-review']
maddygoround/secretduty,"['security', 'code-review']",0,0.0,2.0,"['security', 'code-review']"
shwld/auto-pivotal-style-pr-action,"['project-management', 'code-review']",0,1.0,0.0,"['project-management', 'code-review']"
nicklegan/github-repo-self-approve-action,['code-review'],4,,6.0,['code-review']
tk0miya/action-erblint,"['code-review', 'code-quality']",0,0.0,0.0,"['code-review', 'code-quality']"
paulrosenthal/jekyll-deploy-test-action,"['continuous-integration', 'code-review']",0,1.0,0.0,"['continuous-integration', 'code-review']"
brokeyourbike/codeclimate-action,"['code-review', 'code-quality']",4,,1.0,"['code-review', 'code-quality']"
kenhowardpdx/auto-merge-action,"['deployment', 'code-review']",0,0.0,1.0,"['deployment', 'code-review']"
theonoyau/assign-reviewers-action,"['project-management', 'code-review']",0,0.0,0.0,"['project-management', 'code-review']"
zlepper/mssql-validator,"['continuous-integration', 'code-review']",0,0.0,0.0,"['continuous-integration', 'code-review']"
grafikr/shopify-actions,"['deployment', 'code-review']",5,0.0,0.0,"['deployment', 'code-review']"
essentialkaos/htmlcov-action,"['code-review', 'code-quality']",0,0.0,0.0,"['code-review', 'code-quality']"
sumup-bank/run-credo,"['code-review', 'code-quality']",0,0.0,1.0,"['code-review', 'code-quality']"
yaraku/ecs-action,['code-review'],0,0.0,0.0,['code-review']
borodutch/build-and-lint-code,"['continuous-integration', 'code-review']",0,0.0,1.0,"['continuous-integration', 'code-review']"
csunibo/filenames-linter,"['code-review', 'code-quality']",0,0.0,0.0,"['code-review', 'code-quality']"
dariocurr/pytest-summary,"['continuous-integration', 'code-review']",0,0.0,2.0,"['continuous-integration', 'code-review']"
graemegeorge/prevent-merge-jira,"['project-management', 'code-review']",0,0.0,0.0,"['project-management', 'code-review']"
sakhnovict/add-reviewers-action,"['code-review', 'code-quality']",0,7.0,0.0,"['code-review', 'code-quality']"
